YEAR,GDP
2002,258860436665
2000,259708496267
2000,259802012617
1984,259946510957
1992,260069791614
1999,260202429150
1982,260264589148
1982,260407279021
1982,260407279021
2002,260506321914
1998,260601911536
2014,260990299051
1991,261113787378
2011,261628548084
2003,261695778781
1986,261726969533
2008,262007590450
2012,262629441493
1990,262709776008
2007,262942650544
2007,263061876006
1977,263066457352
1969,263378529355
1981,263561088977
2002,263926220333
1995,264051981551
1993,264353008121
2004,264357494659
2005,264467308109
1997,264477727279
1973,265381555687
2006,266298911661
1991,266502281093
1998,266800462899
2012,267122320057
1986,268137224730
2001,268696750000
1984,269355371620
1984,269355371620
2007,269917518478
2013,269980111643
1961,270100353874
1991,270362531377
1973,270526368033
1983,270545959907
1983,270545959907
2015,270556126820
1999,270847937645
1998,270953116950
2009,271232086170
2006,271811088781
1992,271814366804
2013,271836123724
2000,272055499941
1996,272149750000
2014,272609288690
1967,272677391514
1987,272972974765
2000,272979390595
2006,272995523520
2006,273317737047
2004,273460989078
2011,273674236773
1980,273853826377
2003,273883007963
1993,274192522357
2004,274530562937
1965,274661068386
2008,275020018163
1987,275311425331
1993,275570363432
2011,275599459374
2013,275696879835
1998,275768695819
1980,276184722337
2009,276256069732
1980,276325613788
1980,276325613788
2013,278384332694
1981,278597853235
2001,278631271391
1981,278746905467
1981,278746905467
2016,278913371202
1970,279193504765
1990,279349355714
2012,279372758362
1992,280312318915
1987,280681131373
1987,280930550942
1987,280930550942
1982,280959587892
1996,281358175896
1982,281682304161
2009,281710095725
1961,281784055643
1987,282047953084
2016,282462551367
1969,282833389879
2006,282884912894
1978,283184901836
1980,283402210725
1999,283523000000
2008,283742493042
1978,283760709406
2000,284203750000
1992,284363884080
2014,284584522899
1994,286507832411
1997,286519135327
1974,286526186579
2010,287018179194
2008,287099991517
2007,287530508431
2011,287797822093
1996,288103936773
2013,288586231502
1993,288738308055
1986,289029150639
2012,289162118909
1995,289567323481
2010,289880430197
1999,289912492345
1973,289954046147
1981,290342908728
2015,290617006704
2008,291383081232
2006,291439445833
2014,291459356985
2015,291519596339
1993,291541399331
1994,291699180591
1977,292016569353
1989,292093308317
1994,292189333028
1994,292189333028
2010,292339724488
2013,292489185194
1977,292610334593
1988,292632656261
1994,292646657673
2015,292774099014
1997,292859000000
1985,292874261368
1985,292874261368
1988,292878032914
2003,293490957923
1987,294084112393
1962,294099146764
1960,294957715626
1998,295045152021
1989,295192606453
1988,295238997460
2016,295456189492
1988,295523690332
1988,295523690332
1974,296101713076
1994,296102694844
2015,296434003329
2016,296535930381
2015,296840704102
2016,296975678610
2009,297216730669
2011,297951960784
1961,298648412877
1972,298667219346
1998,298948250000
2005,298966157727
1994,298977280092
2007,299033511000
2015,299096404729
2010,299361576558
1993,299561111283
1962,299740225878
1989,299941372852
1993,300031302948
1993,300038498591
1993,300038498591
1968,300494755215
1986,300758100107
2004,300904221505
2015,301298464861
2002,301416810214
1971,301585808664
1966,301788034392
2013,302510668904
1985,303893618416
1983,303962539723
2005,304371850795
2016,304819020501
2016,304905406845
2014,305529656458
1967,306048687591
2005,306134635594
1981,306214863625
2001,306602673980
2016,306899653410
1988,307503035643
1984,307940771859
2014,308142766948
2014,308416982140
2005,308722079938
1992,308723210810
2005,308822100937
1989,308876668854
1989,309182519794
1989,309182519794
1990,309286253188
2015,309403880389
1985,309488028133
1990,309656772695
1990,309656772695
1986,310147312222
1986,310147312222
1960,310437531142
1994,311016433451
1990,311425933051
1962,311468382981
1990,311501481839
1979,311753032319
2003,311823003531
1988,312353631208
1993,312372821810
1961,312613286316
1987,312681678330
1992,313438008904
1982,313506525087
1963,313571783512
1992,313874505717
1992,313874505717
1978,314019078257
1990,314267667675
2012,314443149443
1991,314453890803
2008,315474615739
2008,315953388511
2005,315974418605
1972,316393344650
2011,316482190800
1990,316697337895
2015,317610719411
2016,317744784695
1987,317882187037
1991,318111129146
2007,318497936901
1991,318762752489
2003,319002821670
1991,319139026333
1991,319139026333
2007,319423370134
2010,320785945703
2016,320914302646
2009,321241396034
2005,321335591434
1970,321365983628
2008,321654726633
1961,321960211021
2010,321995350347
1968,322080862814
1989,322325140495
1994,322909902308
1994,323216879972
2013,323277158907
1991,323320449906
1982,324328753765
1960,324352039782
1992,325692532493
1991,325734233313
1991,326068597441
1962,326841861894
2012,327148899962
1979,327462175047
2007,327512314572
1979,328128012802
2005,328459608764
2011,328781234807
1975,328968990523
2009,329787628928
2009,330000252153
1996,330091688350
1988,330397381998
2003,331108912605
1972,331593747606
1995,331653789329
2004,331890668944
1960,332420099879
1963,332421048708
2004,332472934466
2015,332698041031
2016,332791045964
2009,332976484578
2011,335415162156
1978,335883029722
2006,335998557270
1963,336261333719
1995,336899828857
1995,337411634257
1995,337411634257
1995,337619748313
1962,337639098485
2009,337922462227
2014,338061963396
1980,338177454718
1998,339959239242
1983,340547711782
1998,340572456124
1998,340572456124
1995,340941052119
2010,341105009515
2001,341718203479
1999,342288453547
2001,342345476693
2001,342345476693
1995,342617007104
1999,342916454500
1999,342916454500
1974,343441856215
2013,343584385594
1995,343792792161
2011,344003209696
1987,344338564248
1987,344338564248
2006,344826430298
2002,345110438692
2006,345424664369
1969,346159376816
2007,347724979759
1989,347768051312
1996,348321606633
1981,348592795413
2016,348743265705
1996,348828092041
1996,348828092041
1993,349037818106
2007,349881601459
1992,350051111253
2011,350908390034
2014,351119102947
1963,351679457721
2003,352914820747
2014,352993633221
2008,353361056080
2012,353927683499
2008,354460802549
1974,354486252124
1964,355118144216
1984,355372558104
1995,355475984176
1976,356861615693
1991,357724016272
1991,357724016272
1971,357843090756
2015,357949199755
1992,358330385840
1960,358941480685
1969,360346863732
1997,360439668356
1990,360857912566
1997,361006709282
1997,361006709282
2008,361558037110
1975,362000917852
2016,362079512486
1963,362701026034
1992,363609256196
1985,364756499451
2006,364922330441
1996,365670737508
2002,366266226628
2013,366810014300
2002,366969503177
2002,366969503177
2000,367060072093
2000,367679644791
2000,367679644791
1995,368391743392
2010,369062464570
2012,369659697843
2015,369948348464
1988,370046274629
1988,370046274629
1975,370095266535
1975,370739061705
2011,370818747397
2004,370885026074
2013,371006299120
2016,371076190476
1976,373410270418
1989,373481452092
1989,373481452092
1964,373998584426
1998,374241351752
1994,374291430318
2012,374817974105
1988,375138723325
1964,375226353903
2010,375298134440
1998,376180134271
1993,376239667457
1993,376239667457
1974,376428081259
2006,376900133511
2006,377285037890
1986,377437927312
1997,377797938000
2006,377892170695
2014,378195707612
2005,378279875004
1980,378734450595
2001,378899860470
1980,379504541664
1992,379830007893
1992,379830007893
2013,380191876349
2012,381286237848
2004,381705425302
2015,382065930308
2013,382592823547
1991,383373318084
1999,385587434091
2015,385874474399
1993,386302839274
1995,386483907816
2009,386622457580
2015,386663139403
2005,387365750529
1996,387656017800
2010,388136053427
2006,388167833439
2007,388691445387
2005,389042298377
1999,389146509588
1965,390096481948
2013,390427289204
1964,390766765753
1961,390791519256
2016,390799991147
1996,391719993757
2010,391892746545
1996,391918726612
1979,392378584945
2010,393190682070
2004,394163688621
2002,394635830892
1970,394709749267
2008,394805442838
1975,394878139739
1994,395077301248
1996,395345201744
1995,395531066563
2011,395817095569
2012,396332598448
1973,396866742554
1996,397404140458
2012,397559992407
2015,399234547137
1998,399778878112
2009,400172297861
1992,400599250000
2007,401082621083
1996,401819423369
1990,402050004576
1990,402050004576
1966,402242586409
1997,402270579725
2015,402390077969
1980,402410542623
2016,402524119029
1964,402888912471
2014,403197682886
2016,404652720165
1981,404702718839
2004,404786740091
1997,404926534140
1981,405525611895
1997,406065741476
2008,406070949554
2014,406521561093
2016,407026127310
1970,407482340311
1998,408028236056
1965,408106362094
1988,408590542565
2005,408689353999
1977,408808711660
1997,409177928371
2012,409425234155
2006,409813197842
1976,410244151113
1997,410320300471
1972,410663946539
1987,411135918932
2005,411274166611
1977,411464295266
2011,411743801712
2014,411931481586
1998,412149531851
1997,412199006099
2000,412807259996
1996,412961998507
1976,413041381929
1967,413245761439
2012,413323181284
1965,413375963383
1989,413630538018
2009,414059094949
1982,414275165388
2001,414566558489
2000,415446209885
1998,415730874172
1981,415941395553
2007,415964509673
2011,416878162441
2016,418976679729
2008,419658073051
2006,420032121656
2013,420528737877
1989,420719668267
1983,420830232870
2010,423627422092
2009,423821062295
1973,424413916047
1982,424762462995
1989,425595310000
1982,425626144074
2000,425680459229
1982,425863251969
1984,426458764085
2001,426573601790
1994,426649315426
1994,426649315426
1962,426910351685
1992,426915712711
1966,427131280978
2000,427826438351
2009,429097866667
2010,429130952709
2007,429249647595
1981,429282143246
2009,429657033108
1973,429857320167
2013,430068712972
2008,430294287388
2003,430347770732
2006,430921192375
2013,431007987533
2011,431120310089
1987,431316742081
1999,431557171032
1965,431926537061
1998,432476116419
2007,432494229338
1971,432717473894
1985,432783155356
1960,432808366214
1999,434158663027
2014,434474616832
1993,435083713851
1999,435882790041
1997,436097980905
1984,436443280912
1968,436906908762
1993,437798577640
2016,437803722144
1979,438994070309
1976,439009649467
2006,439667449381
1967,439772935021
1991,439779177865
2009,440346575958
1983,441580962902
2014,441885415806
1999,441975282335
1986,442829428061
1974,443618642960
1965,444077005176
2002,444398292761
2014,444728412944
1993,444731282437
1983,444802698004
1966,445026423668
1996,445704575163
1983,445707127439
1995,446528959649
1990,446877161735
2000,447298299633
1966,447443329877
1998,447675022513
2015,448061495601
1977,448352062373
2007,448717231808
2002,450128157154
1985,450725816043
2000,451660439754
1971,452155385440
1999,452699998387
2002,453678358084
2015,455200045096
1977,455475546382
1994,455602962225
1978,458039748302
1967,459273990771
2007,459887867104
2007,460192550124
1992,460290556901
1961,460716438566
1966,460869446342
2012,460953836444
1984,461487097632
1990,461951782000
2000,462146799337
2008,462554432624
2001,463334229257
2002,465368906456
1968,465609726571
2003,466853232382
2001,467355993192
2013,467414852231
2003,467794698563
2010,467851910947
2016,467955709818
2001,468434348787
2003,468505411663
2003,468505411663
2011,469603698352
1963,470299472387
1992,471163515480
2016,471364408714
2007,471821105940
1967,472420666759
1995,474034412841
1995,474034412841
1980,475682506444
1993,476513630621
1974,477155786488
2015,477279647755
2001,478965491062
2010,479257883742
2007,479913034322
2009,479916707070
1997,480554644188
2015,481066152889
2014,482359318768
1984,482649946851
1977,483105144773
1967,483426341514
2010,483548031197
1984,483631332128
2009,484552792442
1999,485248229337
1968,485885375069
2010,487069570464
1994,487526906267
2007,487816328342
2010,488377689565
1969,488450438382
1975,488780155338
1985,489285164271
1983,489618008186
2012,492081568847
1972,494628928338
2012,497884216569
2015,497918109302
2011,498831558926
1968,499278337174
2014,499338534779
2012,500284003684
2005,501416301727
1998,502010250657
2003,503274924958
1962,503690734065
1993,503962832199
1989,506500154001
1988,507354351182
2003,507822139212
2002,507962741820
2002,508068952066
1978,508183139535
1978,508329063096
2012,510229136227
2013,510668854077
2003,511780801926
2008,513965650650
2016,514459972806
2006,514532516145
2013,514966287207
1982,515048916841
1978,515069093882
2008,515331066666
1990,516814258696
1976,517787921004
1991,517962962963
1968,518247421028
1996,518624561849
1996,518624561849
2008,518625897173
1975,518855814543
2008,519796800000
1987,519899227598
1969,520593200617
2013,520925468953
1987,520956352851
1964,521200319102
1973,521689118742
1979,522074506932
2011,522235870418
2007,522810471184
2013,523502127660
1993,523649481762
1995,523759898279
2013,524201151607
2014,524890495444
2014,526319673732
1986,526594208384
2011,527008453887
1994,527318753518
2002,527515753116
1986,527664946724
2010,528207200000
1985,528421495958
2011,528725113046
1994,529121577320
1985,529495949771
1970,529816131068
2011,530163281575
2014,531075861047
1984,532648802822
2001,533052076314
2008,533815789474
1990,535101248776
2009,539487601073
1981,540765675241
2009,541506500414
2008,543253873102
1960,543300000000
1969,543301898276
2012,543880647757
1997,544005563624
1997,544005563624
2014,545075908846
2016,545476103427
2012,545982375701
1978,548082288899
1990,550957452062
1998,551628275407
1998,551628275407
2013,552025140252
2006,552486912846
1991,553975106196
2008,554363487120
1985,555197109067
1963,555426322397
1995,556130926913
1997,557503074772
1994,558111997497
2003,558320116997
1969,558933567077
2001,559372502338
1972,561124915613
2000,561633125840
1983,561852138738
2012,562429100212
2011,563109663291
1961,563300000000
1994,564324670006
1980,564947710899
1989,565055743243
1965,567593387090
2014,568498937588
1970,571051591620
2008,571649437543
2003,571863431151
1969,572514499523
2014,573817719109
2009,574505139225
1991,575598537070
1988,576640127791
1993,577170761956
1988,577812625861
1994,578139279438
1996,578231297757
2013,578742001488
1971,579022847050
2008,579390636983
1999,579459682649
2004,582616004511
2009,582743051700
1976,583142956488
2004,583461060226
2004,583461060226
2011,583500357530
2010,583782977866
1960,584477920199
2015,584711485367
2004,585635687953
1982,586837009682
2004,588620268465
1997,588692045455
1999,590948715637
1999,590948715637
2004,591016690743
1998,591525594008
1992,592387689253
2004,592919911445
1990,593929550908
1970,594912900423
2000,595402616547
1974,595404849057
1996,598099073901
1977,598226205424
2012,598853401276
1999,599388879705
2003,599592902016
1986,601452653181
1979,601944719169
1991,602860000000
1992,603445097423
1995,604031623433
1961,604157219440
1962,605100000000
1993,607554327421
2002,609020054512
2013,610041631804
1991,610328183643
1970,611855530904
1995,612939685081
1997,613279452463
2004,613329776640
1974,614359539541
2000,614756473709
2000,614756473709
1964,615091988199
1966,615287019324
1979,615834104224
1971,615837901975
1979,616119854958
1998,617041986858
1981,617589619795
1989,623438611303
1989,624706266004
2001,625975838926
1996,628546387972
1992,629202392004
2007,630727513486
2001,630828017007
2001,630828017007
1998,631813279407
1999,633194118900
1994,633819758525
2008,633846418352
2003,634885340806
1986,638273986102
1963,638600000000
2015,638732542973
1975,639433225164
1996,640998292395
1970,641498475903
1971,642020284344
1973,642136260560
2010,643371393579
1999,643889670873
2009,644639902581
2016,646438380560
1962,647173002027
2014,647799966374
2016,648289348137
1980,648971797084
1999,650450056519
2004,650532654582
1972,651685468689
2015,651757333333
2009,652748933565
1997,652825364726
1979,653361957732
2000,655421153321
1967,661170320900
1971,661298625984
2010,661934469925
2002,663250167513
2002,663250167513
2012,668043614123
1990,668503733385
2016,668851296244
2004,669316239316
1965,669326436809
1990,669863020225
2011,671238840107
1984,671392237379
1984,673275971023
1975,675064297227
2007,675770112825
1983,675923420884
1999,676082654641
2005,676966114516
2005,678533764457
2015,679289166858
1984,679865930115
2003,680520724062
1983,683173418381
1963,683353535762
2000,683647965227
2005,684301913493
2005,685226908393
2005,685226908393
1964,685800000000
1981,685997455750
1968,687217213519
2013,688504173431
1972,688744783855
1982,692704157982
2005,693623682833
2005,693764095625
1985,694019952731
1983,694445874182
1976,698259612680
2005,698419820704
2011,699579638638
2004,699688852930
2011,700475870799
1985,701229908476
1980,703525302701
2002,705145868624
1986,705374201106
2010,707233865360
1980,708704884814
1995,708751921752
1985,708869952231
2014,709182559935
1986,711095334204
2003,713284231625
2001,717063459781
1977,717696307917
1972,717743238064
2000,720049109208
1984,722367608343
2001,723282816391
2001,724703603502
1991,725602371007
2006,726649102998
1991,727077354112
1971,727089210151
1966,727155773398
1994,727687093070
2009,728798829298
2002,729051715403
1984,729654325488
1985,729763282952
1980,734465262529
1995,734547898221
1964,734790505461
2000,735025140327
2012,735974843360
2001,736379777893
1976,736554966602
1972,737279697381
1987,737306149637
1978,737668356280
1986,738150079103
1973,739677042363
1983,740171057904
2002,741559509631
2010,742077497033
2000,742293448253
1965,743700000000
2016,744250583418
1987,745162608269
2013,746647127413
1987,746968952127
2006,747572626535
1985,751412828440
2011,751567270666
1969,754800249691
2010,755094160363
2014,756350347333
2012,756982984497
2002,757950678647
2015,757999453314
2004,763009793237
2005,764017107992
2008,764335657318
1986,764534086643
2004,764880644711
1983,767768378016
1982,768136284783
2015,770043726631
2004,770267585947
1998,771871770861
2010,771876791232
1982,773638200774
2003,774466662241
2003,774466662241
1986,774556302680
1980,774610663634
1995,776931366529
2016,777227541581
1977,781303040618
1967,782354301085
1995,785643456467
1996,787851671890
1982,790096888081
1981,797443405712
1965,797723909391
2012,798197144588
2006,801052727346
2006,802075288542
2006,802075288542
1996,802386209546
1987,803055418883
1987,803851944553
2008,805266578757
2006,806508983374
2005,808901077222
1998,809445659307
1987,809719315471
2013,810325310133
2011,810782537392
2006,811375431672
1992,812928625623
1992,814592738317
1966,815000000000
1968,815952773736
1981,816873638188
2006,817667343183
1997,820131784782
1999,820213773405
2002,820431230925
1974,822212508130
2003,823110541440
2012,828946812397
2011,831576507632
2011,832546270784
1997,832734025494
1982,834249556962
2010,836389937229
1994,837243545768
1993,838260559333
1973,838687407233
2007,839419655078
1988,845147525283
1988,845625037860
1981,849555797922
1996,850425828276
2014,852105715992
1974,852154564638
1992,853278424689
2007,853764622753
1977,854922183290
1970,855292146037
1988,856981230259
2009,857932759100
2015,859794177118
1989,860326050891
2015,861256351277
1967,861700000000
2016,863711710427
1998,863723395088
1996,863746717504
1978,864922011213
2013,866105358955
2005,866345821213
2013,866680000367
1999,866936558879
1973,872905994079
2012,873981786532
1966,875492805409
2012,877952610254
1979,878010536976
1972,878426291559
2014,879635084125
1997,883199443414
2005,886484956909
1991,887230344638
1988,888667913419
1978,890801447493
2014,890814755233
2005,891629970424
2012,891826340278
2000,891934707791
1981,892197077888
2003,892380986368
2011,892969107923
1993,893590531273
2011,893757287202
2009,894948748437
1993,895434641679
1969,895833562329
2004,897926604904
2004,897926604904
2005,898137194716
2009,901934953365
1989,903702469911
2003,906853273138
1975,906907625572
2001,907584723124
1973,907757167750
1988,910122732124
2013,912524136718
2012,917869910106
1995,918930607816
1988,919123365001
2006,920316529730
1990,920986539698
2016,923606013414
1992,925514551253
1989,925574603352
1989,925598068021
1967,926623934247
1991,926765119091
1989,926884816754
2015,926977420257
2009,927168311000
1993,931235788659
2016,932259177765
2007,932288287193
1975,933155076409
2007,933327105484
2007,933327105484
2014,934167809302
2008,936228211513
1973,936640748618
2014,938325885613
1987,938368438284
1993,940614921413
2016,940734369537
1989,941810162373
1968,942500000000
1992,944312695479
1998,946228594056
1980,946695355821
1996,947704910874
2013,950595270314
2007,955192703166
2013,955563577641
1989,960328174371
1990,960438672723
1997,961603952952
2004,963862340521
2006,965281191372
2002,966820093048
2000,967021642510
1971,967486236381
2013,969503885737
2001,970615931120
1997,979132756086
2015,984508326729
1976,984879011515
2006,989930542279
2007,997382214929
2008,1002219052968
2006,1002687667761
2007,1002832284122
1989,1006401717320
1970,1007773910664
1991,1007801660268
1978,1008391778690
2010,1009752002888
2006,1011797457139
1968,1013409031842
2002,1019111868180
1969,1019900000000
1990,1020619449301
1994,1021403738001
2009,1021766938427
2009,1022616202358
2009,1022616202358
2004,1023196003075
1988,1023504019381
1976,1026039624283
2005,1028639938471
2005,1028639938471
1998,1029043097554
1989,1030122352457
2014,1030596428732
2003,1037512319107
2015,1039549171420
1986,1042300769792
2007,1043471321169
1960,1044694546865
2016,1046922702461
1979,1049578503045
2010,1051128603514
1979,1051436948147
2014,1052620067830
2008,1055334825425
1974,1058778466899
1960,1060258072792
1993,1061388722256
1993,1061445225791
1979,1064378345450
2008,1066496449692
2008,1067466936504
2008,1067466936504
2004,1069555500372
1960,1071151663883
2016,1072786488210
1994,1074056919211
1970,1075884000000
1994,1076281227424
1990,1081353158730
2003,1089098416130
1990,1093169389205
1999,1093997267271
2010,1094499338703
1994,1095590833694
1969,1097952410242
1980,1099692917413
1977,1099892763409
1990,1100843309836
2008,1101275278669
1961,1104273220371
2006,1107640325472
1974,1118905183098
1961,1121996285056
2007,1122679154632
1961,1125836224222
2009,1128757219790
1982,1129894523635
1971,1136565636852
1973,1140287836231
1994,1140489745944
2000,1141759996315
1991,1142797178131
2010,1142876772659
1975,1144587686606
1995,1147028091029
2008,1148503307752
2015,1152263780658
2005,1157276458152
1972,1158401562189
1974,1160583259860
2001,1162317852349
1970,1163966395224
2011,1166443463427
1971,1167770000000
2005,1169357979865
1998,1169702131639
1990,1170503151628
1995,1170787352906
2011,1171187519661
1978,1175436105563
2006,1176253735122
2006,1176253735122
1990,1177326294441
1992,1179659529660
2005,1184661549595
2012,1186598324462
2008,1186952757636
2009,1188669247677
1974,1191688150826
1962,1192952502812
2009,1195903054604
2015,1197789902774
2007,1201111768409
2011,1202463682634
2016,1204616439828
1980,1206588180549
2016,1207787697187
1983,1210830059077
2000,1211346869605
1962,1211792827213
1981,1215508719881
1962,1215845014895
2009,1222643696992
2012,1222807284485
1977,1223069163831
2008,1228766298998
1983,1232343804284
2008,1235366170569
1975,1236622245606
2016,1237255019654
1997,1239050932242
1991,1242109397534
1992,1247729796124
1999,1248563179203
1976,1248656052286
2003,1255030961431
1996,1259776454856
2013,1261981728469
2007,1262018642145
2006,1264551499185
1998,1266309245009
2002,1266510634293
1971,1267253061478
1999,1270887612900
2004,1271214902549
1984,1274950873382
1990,1275300566197
1991,1275563306592
1981,1279079526272
2009,1281584484590
2012,1281751975522
1972,1282449000000
2016,1283162985989
1975,1284246415242
1963,1284268984955
2015,1285572776919
1992,1290654691353
1974,1292999458725
1987,1293264353319
1980,1295401864991
2014,1298461494903
2007,1299705247686
1997,1300334144475
2015,1300758076731
1975,1303949620697
1963,1304620497419
2013,1305604981272
1982,1308693372660
1996,1308929351236
1984,1309740021610
1963,1310287602702
2016,1312157690493
2010,1313815361438
2006,1315415197461
1992,1315806985860
2009,1323940295875
1995,1324594532298
1995,1327345521156
1993,1330094973361
1995,1335218557677
2012,1336018949806
2001,1339395718865
1991,1341594021698
1976,1342534897221
2000,1343998928481
2015,1345383143356
2012,1351348603801
2001,1356231036599
1992,1358402572233
2013,1361854206549
1972,1361955987876
1985,1362599557653
2010,1364845197860
2010,1365815003522
2010,1365815003522
2015,1365864126833
1960,1366678314500
2004,1367597071746
2000,1368438363737
2009,1371153004986
1984,1372231409901
1991,1372317945895
2010,1374620791146
2014,1376910811041
1982,1379491226142
2001,1382218344519
2015,1382764027114
2010,1383517142400
1976,1390318678217
2011,1390557034408
1983,1392376333199
1989,1393674332154
1972,1395767220992
1988,1395931548502
2007,1397084381901
1985,1400714806813
1994,1401636342155
2013,1401710558076
1964,1401724839472
2006,1404113530801
1985,1405011033226
1992,1408724907063
1996,1408781591264
2016,1411245589977
2014,1411333926201
1976,1414314819624
1977,1416509063969
1961,1421787954651
2013,1422416711190
1964,1424603081156
1986,1425838794353
1979,1426455337349
1973,1428549000000
2015,1429091286052
2010,1431616749640
1964,1431891379192
1998,1436249633914
1987,1436813007738
1998,1439218353455
1991,1440164640565
2016,1440244500023
2015,1441977380056
1993,1446291182386
2011,1446816247840
1981,1447517165741
1986,1449309735032
2016,1453901029336
2010,1455098670265
2002,1458034560193
2014,1459597906913
1997,1460709148123
2014,1463360359358
2007,1464977190206
2002,1470550015082
1973,1470832859741
2007,1479341637011
2011,1488067258325
2007,1488693557083
2007,1488693557083
1993,1493678182529
2014,1496971200328
2009,1499099749931
1975,1499390975405
1999,1500275942894
2002,1500337850555
1977,1509988313454
1998,1510758283300
2016,1511168024854
2016,1512596044161
2016,1512596044161
2008,1515641609305
2008,1515641609305
1996,1521124062055
1965,1522591664918
2008,1524160100133
1996,1524284386977
2010,1524916112079
1962,1526955368819
1987,1527791941343
1978,1528083460018
2016,1529760492201
2005,1530143773484
2011,1536165615272
2011,1537231271077
2011,1537231271077
2012,1538194473087
1978,1542745010317
1988,1545908814609
1965,1546710635350
1974,1548825000000
2008,1549131208997
1997,1552483628029
2015,1552807652015
1965,1554550842541
2011,1558059481133
1973,1560140359214
1976,1564623413592
1993,1564941586767
1977,1564944377835
2013,1567178619062
2011,1568522348030
2003,1569649661400
1997,1574291540476
1997,1577561090240
2014,1578695250599
2013,1579070728219
1989,1579986814759
1999,1582148093794
1999,1585434255545
2014,1591556264536
2013,1591675173596
1977,1597017022160
2015,1604435981606
2015,1605874046218
2015,1605874046218
1995,1609892232882
2012,1610975894781
2012,1612110026187
2012,1612110026187
2010,1613464422811
1996,1614245416079
2001,1621510004318
2004,1622699324589
1980,1630708204057
2008,1635015380108
1978,1635672670591
2007,1637573196971
1998,1638511096390
1963,1643751761479
2000,1647951278560
2011,1649712795942
1974,1653028067254
2010,1656617073124
2003,1660287965663
2008,1660844408500
1994,1663902703405
2009,1665589062548
2009,1665589062548
1999,1665623685488
2009,1667019605882
1966,1669676469245
2012,1670273623779
2003,1672304190174
1979,1675126322203
2012,1681554531530
1988,1682832142064
1975,1688923000000
2008,1695824517396
1966,1696368738246
2013,1697106498117
2013,1698517981178
2013,1698517981178
1978,1698527173845
1966,1706877036393
1974,1709546297648
1994,1715751583159
1983,1724507334399
2005,1726462747693
1973,1729792431547
1978,1732099297292
2000,1742171982505
2000,1745767476937
1982,1749432551997
1995,1760538940821
1990,1764967948917
2002,1768408273381
1984,1770298964148
1981,1773940105596
2014,1778862267354
2012,1779309786691
1977,1779587264420
2014,1780285270973
2014,1780285270973
2011,1788647906048
2006,1790939429141
2002,1791362291807
1967,1791672516869
2014,1792883225804
2009,1795819607113
2016,1796186586414
1994,1797150604612
2004,1798314750435
1964,1800795995209
2015,1803652649614
1980,1811621650857
1967,1819351699376
1990,1819896194902
2011,1823049927771
2012,1824288757448
2012,1827637859136
1979,1828890871805
1995,1829060058156
1967,1831606284596
2015,1832347450962
2003,1839436251263
2013,1842628005830
2003,1848124153499
2002,1851421107080
2001,1852635237278
2005,1852661982341
2001,1856457750414
2013,1856722121395
2016,1858913163928
1991,1861873895109
1975,1863102029788
1985,1866998100513
1999,1867635348454
1976,1877587000000
1996,1895254878115
2003,1903851095836
1989,1907371231982
2004,1911857905121
1995,1916099952742
1975,1927117026842
1991,1928919471259
2013,1935383621727
1968,1941658821103
2006,1942633797516
1999,1946393638776
1987,1947815210542
1986,1949717163087
1979,1949883708918
2000,1949953934034
2001,1950648769575
1974,1954412476388
2004,1955347004963
1982,1959327051347
1965,1961780296081
1968,1971291391708
1996,1975504627489
2002,1976797807993
1968,1985490670885
1976,1995883364685
2016,1999807711387
1981,2000329444917
2001,2013631181345
1979,2019502691059
1990,2027238777745
2015,2032030985340
2005,2032597383286
2003,2035302568314
2014,2035393459979
2003,2038395102041
2010,2042141855807
2010,2042141855807
1999,2050793815133
2002,2051623809834
2011,2051661732060
2002,2055870453833
1996,2060739358051
2014,2063662665172
1979,2067282168912
1993,2068555542411
2000,2070772006620
2012,2072823157060
1997,2074269012891
1986,2075034242192
2008,2078115659876
1983,2078325205696
2002,2079136081310
1992,2079918505676
2001,2083914185317
1976,2084548864402
1998,2085413655019
1977,2085951000000
2015,2089865410868
2014,2094666160483
2010,2109645821948
2006,2114323841124
1992,2116361374325
2004,2121459944550
1992,2123130870382
2007,2123322295847
2004,2124112242364
2010,2125058244243
1966,2128450484917
1969,2129887918390
2013,2130491320659
1988,2143321393960
1980,2144525741602
2000,2150295806684
2014,2151732868243
1993,2155933467967
1969,2163827812132
1997,2164600526788
1998,2173777212531
1978,2179196915280
1969,2179233336624
2009,2185160183384
1999,2199957383337
2007,2203053380783
2005,2203678646934
2001,2204817296105
2005,2205200074191
1994,2205966011812
2010,2208871646203
2012,2210256976945
2004,2210856081193
1997,2218689375141
1984,2229496400059
1991,2230289305088
1998,2243225519618
1997,2255377958184
1977,2260221868415
2000,2262091810680
2016,2263792499341
1967,2264600480896
1998,2271734570155
2011,2272006394118
2011,2272006394118
2011,2276292404601
1983,2277496930911
1980,2283263706870
1975,2283265896818
2005,2285965892361
2013,2297128039058
2012,2297909547839
2012,2297909547839
1977,2298010156935
1982,2308664653596
1984,2319367661959
1993,2322855172110
2003,2323064152053
2006,2325011918203
1981,2326989982246
2003,2327842621991
1984,2328427539433
1989,2330509907219
1970,2341015790196
2004,2350657774176
1978,2356571000000
2013,2356659793779
2013,2356659793779
1980,2357609885447
1985,2363703214006
2009,2368231329944
1976,2373201561893
1970,2380595949290
2009,2382825985356
2008,2390729163615
1970,2391320615403
1985,2392225442303
